vector_count,dimensions,m,ef_construction,ef_search,k,recall_at_k,avg_returned,query_p50_ms,query_p95_ms,query_p99_ms,query_mean_ms,num_queries,build_time_ms,insert_throughput_per_sec,memory_delta_bytes,memory_delta_mb,max_graph_level,num_levels,data_distribution,distance_comps_per_query,peak_rss_mb
100000,64,16,100,64,10,0.449200,10.000,0.117562,0.147490,0.160603,0.119974,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,64,50,0.359500,50.000,0.119104,0.153548,0.174099,0.122407,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,64,200,0.556550,200.000,0.316250,0.339716,0.351428,0.316885,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,64,500,0.742626,500.000,0.742020,0.831721,0.930173,0.751524,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,128,10,0.633200,10.000,0.212105,0.251616,0.279174,0.215579,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,128,50,0.534120,50.000,0.211334,0.244418,0.256095,0.213771,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,128,200,0.556550,200.000,0.327187,0.399725,0.450838,0.335324,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,128,500,0.742626,500.000,0.736229,0.797798,0.874755,0.741768,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,256,10,0.815200,10.000,0.395166,0.456481,0.487216,0.401380,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,256,50,0.728980,50.000,0.394791,0.439188,0.462337,0.398993,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,256,200,0.628205,200.000,0.396312,0.442552,0.499084,0.400630,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,256,500,0.742626,500.000,0.741646,0.812610,0.882332,0.747837,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,32,100,16,10,0.353200,10.000,0.062000,0.083792,0.096418,0.063811,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,16,50,0.538940,50.000,0.155645,0.189432,0.208838,0.158323,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,16,200,0.807245,200.000,0.526250,0.583031,0.675338,0.531104,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
